Image,PSNR,SSIM,RMSE,SAM
281,31.52945032441,0.85382956,0.026517188176512718,0.024736713618040085
282,28.65793875483363,0.8450926,0.036906518042087555,0.023920349776744843
283,30.822943264440138,0.8383108,0.028764234855771065,0.019901111721992493
284,29.696418689052926,0.8372597,0.03274757042527199,0.020584816113114357
285,28.405326706363535,0.8357296,0.037995629012584686,0.023035231977701187
286,29.32721338768051,0.8454316,0.03416955843567848,0.02412964031100273
287,30.39340449339131,0.8562252,0.03022245690226555,0.024769876152276993
288,30.178474823278712,0.8645335,0.030979633331298828,0.025642387568950653
289,29.61531347310304,0.8467317,0.03305478394031525,0.030314533039927483
290,30.09331194139893,0.8323466,0.0312848724424839,0.03099612146615982
291,22.66788625991819,0.8128676,0.0735538974404335,0.1095123291015625
292,31.764802643654274,0.8492446,0.02580832876265049,0.023495685309171677
293,33.079040007329866,0.87822324,0.02218441665172577,0.019339600577950478
294,33.042577231924504,0.87681794,0.022277740761637688,0.019561508670449257
295,32.604216002334574,0.86562103,0.02343091368675232,0.019554445520043373
296,31.893834190392106,0.87621385,0.025427769869565964,0.0205632746219635
297,29.64578356022981,0.8687928,0.03293903172016144,0.025812072679400444
298,28.04662247842113,0.84737873,0.03959760069847107,0.02880626730620861
299,26.7001382080355,0.8367622,0.04623736813664436,0.03455745056271553
300,30.034448385907137,0.84768677,0.03149760887026787,0.028625883162021637
301,31.45208078173114,0.83364326,0.02675444632768631,0.023121993988752365
302,19.394621958813353,0.7793353,0.10721830278635025,0.13611920177936554
303,30.60900182833136,0.8533043,0.029481520876288414,0.03232046961784363
304,30.81159007036224,0.86333466,0.02880185842514038,0.022884253412485123
305,27.462650863748333,0.8334456,0.0423513688147068,0.030002759769558907
306,27.420916760057764,0.839117,0.04255535081028938,0.02566731721162796
307,27.41236499356491,0.84171206,0.042597271502017975,0.02642497792840004
308,26.84088218182119,0.8318737,0.04549418389797211,0.027325250208377838
309,23.038157250336127,0.82078713,0.07048425823450089,0.040944889187812805
310,26.891587628975785,0.8360173,0.04522937908768654,0.03583773970603943
311,18.406291896034162,0.67053825,0.12013938277959824,0.27239686250686646
312,19.06954543446203,0.7372908,0.1113070622086525,0.21653184294700623
313,16.49233445046243,0.4922925,0.14975567162036896,0.48724114894866943
314,24.24001286663431,0.8295508,0.06137610971927643,0.14122124016284943
315,22.471687300541202,0.8180674,0.07523425668478012,0.14160387217998505
316,23.226400834402376,0.82084656,0.0689731314778328,0.13395383954048157
317,19.801017218729704,0.70880157,0.10231731832027435,0.21305225789546967
318,19.765523266723186,0.7094617,0.10273627936840057,0.24681717157363892
319,19.299377920815402,0.6948331,0.10840044915676117,0.23985517024993896
320,15.717262851849615,0.55657166,0.16373324394226074,0.3700101673603058
321,21.150561004572012,0.7437205,0.08759351819753647,0.21664020419120789
322,23.18078223253771,0.82245684,0.06933633983135223,0.14376448094844818
