Image,PSNR,SSIM,RMSE,SAM
409,13.40764780561484,0.46384022,0.213608056306839,0.21766149997711182
410,13.787296806657533,0.46076682,0.204472616314888,0.2115096002817154
411,20.50764960521482,0.77608794,0.09432297945022583,0.07745443284511566
412,20.107766808579825,0.7643023,0.09876695275306702,0.07382556796073914
413,15.545554620519098,0.6627429,0.16700223088264465,0.26230570673942566
414,14.15106705322019,0.5835224,0.19608603417873383,0.19106081128120422
415,18.95727750932464,0.60917217,0.11275508254766464,0.1071905568242073
416,14.776268264429902,0.52130383,0.18246795237064362,0.17710521817207336
417,13.496807189321567,0.49599957,0.21142661571502686,0.19870853424072266
418,11.774206521228463,0.4299825,0.2578040063381195,0.27493295073509216
419,12.766167044566576,0.46993837,0.22998082637786865,0.2326555848121643
420,16.822482385735135,0.57817864,0.14417032897472382,0.1298362910747528
421,18.891306737073972,0.73498344,0.11361473798751831,0.0943358987569809
422,19.572992609428706,0.7193523,0.10503894835710526,0.07954985648393631
423,21.226250418635164,0.671047,0.08683352917432785,0.07960380613803864
424,19.53565304003924,0.7880437,0.10549147427082062,0.13068124651908875
425,18.566664092615692,0.54452294,0.11794154345989227,0.1563153862953186
426,14.411247655867195,0.48503375,0.19029948115348816,0.21595557034015656
427,17.904119465398928,0.4758643,0.12728992104530334,0.15183386206626892
428,20.088400781433453,0.4683256,0.0989874079823494,0.1494053155183792
429,18.5956547059292,0.46493042,0.11754854768514633,0.16475537419319153
430,21.447861253209858,0.60118693,0.08464609086513519,0.10940153896808624
431,15.669516099609464,0.69408685,0.1646357625722885,0.2775716781616211
432,14.953736295192265,0.5850916,0.17877763509750366,0.3515625
433,21.908131207018833,0.8472833,0.08027742803096771,0.06445049494504929
434,22.109494748725496,0.8394323,0.07843777537345886,0.08005297929048538
435,24.266565081679616,0.80898213,0.061188772320747375,0.12738095223903656
436,23.85009960618556,0.87816066,0.06419408321380615,0.07504406571388245
437,22.444684787400192,0.8364083,0.075468510389328,0.08973044902086258
438,11.285448481667366,0.0296038,0.2727266550064087,1.0768992900848389
439,11.164685047291341,0.036481425,0.2765449583530426,1.071702241897583
440,20.925442233717,0.8153324,0.0898934155702591,0.12204428762197495
441,20.367394456144503,0.7765526,0.09585842490196228,0.1636471301317215
442,20.765675498922263,0.6586786,0.0915621966123581,0.1493021845817566
443,19.995227383688537,0.5648157,0.10005496442317963,0.16735820472240448
444,19.72517123878113,0.76123554,0.10321467369794846,0.08527243137359619
445,18.517561428310614,0.67446756,0.11861016601324081,0.11386868357658386
446,21.497618165075924,0.7478571,0.08416259288787842,0.15581274032592773
447,20.892708180141234,0.7752936,0.09023283421993256,0.12665294110774994
448,16.412324549737523,0.6199277,0.15114150941371918,0.2616529166698456
449,24.25915676788815,0.8632787,0.06124098226428032,0.10043825209140778
450,23.205899360547097,0.81982905,0.0691361203789711,0.13229110836982727
451,23.257518005376774,0.8449144,0.06872648000717163,0.02652590349316597
452,26.242100905999454,0.8513503,0.04874105378985405,0.03151484578847885
453,22.448074302811115,0.82192487,0.07543905824422836,0.04467367008328438
454,28.051795650214245,0.8396794,0.039574023336172104,0.03295425325632095
455,29.492675152330136,0.84354836,0.033524803817272186,0.02448684349656105
456,28.730086366641665,0.84566575,0.0366012267768383,0.027897503226995468
457,20.62157394983879,0.79348016,0.09309392422437668,0.11116741597652435
458,27.514569344931882,0.8542853,0.04209897667169571,0.03795477747917175
459,26.063461327865948,0.84473866,0.04975387454032898,0.031350452452898026
460,27.588743134973633,0.84390956,0.04174100235104561,0.028856812044978142
461,26.93012777064665,0.8513276,0.045029137283563614,0.032247886061668396
462,27.61920776213492,0.84957033,0.04159485548734665,0.03401368856430054
463,23.730659689853955,0.83201605,0.06508291512727737,0.037805646657943726
464,24.57002507349184,0.8241093,0.05908792465925217,0.037496402859687805
465,28.32053063002606,0.8492245,0.038368381559848785,0.027021823450922966
466,28.260227665102434,0.84231013,0.03863568603992462,0.027136128395795822
467,25.982818266079427,0.8364411,0.05021796002984047,0.02659086138010025
468,23.093122790757544,0.8298633,0.07003962993621826,0.12461860477924347
469,26.883826610786873,0.84458834,0.045269809663295746,0.030798999592661858
470,24.268576430565542,0.83151287,0.061174605041742325,0.039819762110710144
471,26.821922978241158,0.85935086,0.04559359699487686,0.027429694309830666
472,25.203649774057464,0.8492277,0.05493100360035896,0.04404621571302414
473,26.150771992099088,0.8450509,0.049256257712841034,0.03751768171787262
474,25.348994664989142,0.8268325,0.054019466042518616,0.035003114491701126
475,27.78905094483514,0.8360877,0.0407894141972065,0.02468246780335903
476,28.419642422743223,0.843357,0.03793305903673172,0.02400226518511772
477,29.311728088588616,0.84933347,0.03423052653670311,0.02765418030321598
478,26.792385722695904,0.85596365,0.04574890434741974,0.040200818330049515
479,19.720306063432105,0.7373595,0.10327249765396118,0.19786392152309418
480,24.895720160353374,0.8299613,0.056913331151008606,0.037082117050886154
481,28.395446619768812,0.87043077,0.03803887590765953,0.026767242699861526
482,24.820614812266818,0.8474377,0.05740758031606674,0.03587570786476135
483,25.70312722173627,0.8384196,0.05186132714152336,0.035033755004405975
484,24.18974150968147,0.82357615,0.06173236668109894,0.06544706970453262
485,27.816655086579946,0.82807875,0.040659986436367035,0.029805172234773636
486,27.725872259596915,0.84405583,0.041087184101343155,0.027713268995285034
487,28.990359959753018,0.8273216,0.03552073985338211,0.029143735766410828
488,25.86000452771738,0.8476164,0.05093305930495262,0.05925137177109718
489,27.994898250988513,0.84363717,0.03983410820364952,0.030659321695566177
490,18.406249330582792,0.6562677,0.12013997882604599,0.29265061020851135
491,26.066191268640992,0.86061186,0.04973824322223663,0.02699478156864643
492,16.33616863760547,0.72413206,0.15247251093387604,0.13733477890491486
493,18.684291674389538,0.7690709,0.11635509878396988,0.09647169709205627
494,27.555930336191487,0.83114076,0.04189898446202278,0.03434973210096359
495,26.065736152617763,0.82288456,0.04974084720015526,0.0364154577255249
496,27.309853238082752,0.8466773,0.04310298711061478,0.04389199987053871
497,25.63160918816958,0.8288308,0.05229010805487633,0.03163624927401543
498,26.354037154421526,0.8359005,0.048116955906152725,0.03441222757101059
499,22.433932615675683,0.8481639,0.07556198537349701,0.02740350179374218
500,25.883785128682753,0.86519796,0.05079380422830582,0.031043795868754387
